Name,NAICS_Code_Description,NAICS_Code,Address,City,State,County,Zip Code,Phone,Website,ExcessFood_TonYear_Lowest,ExcessFood_TonYear_Highest,Unique ID,Latitude,Longitude
ALLEN COUNTY JUVENILE DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,1000 WARDHILL AVE,LIMA,OH,ALLEN,45805,(419) 998-5241,http://www.allenohiojuvenile.com/secured%20services.html,5.12,8.43,CF711,40.728834,-84.141
ALLEN COUNTY WORK RELEASE CENTER,CORRECTIONAL INSTITUTIONS,922140,12103 LIMA RD,FORT WAYNE,IN,ALLEN,46818,(260) 449-7453,http://www.allencountysheriff.org/,16.13,26.57,CF1734,41.193549,-85.1696865
ALLEN OAKWOOD CORRECTIONAL INSTITUTION,CORRECTIONAL INSTITUTIONS,922140,2338 NORTH WEST ST,LIMA,OH,ALLEN,45801,(419) 224-8000,https://www.drc.ohio.gov/aoci,,,CF4784,40.772484,-84.108528
ALLEN PARISH PUBLIC SAFETY COMPLEX,CORRECTIONAL INSTITUTIONS,922140,7340 HWY 26 WEST,OBERLIN,LA,ALLEN,70655,(337) 639-4353,http://allenparishso.org/page.php?id=3,,,CF4785,30.61131523,-92.74169374
ALLENDALE CORRECTIONAL INSTITUTION,CORRECTIONAL INSTITUTIONS,922140,1057 REVOLUTIONARY TRAIL,FAIRFAX,SC,ALLENDALE,29827,(803) 632-2561,http://www.doc.sc.gov/institutions/institutions.html,167.07,275.17,CF3984,32.96655,-81.267822
ALLENDALE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,170 LAW ENFORCEMENT COURT,ALLENDALE,SC,ALLENDALE,29827,,,,,CF4786,32.989401,-81.2861505
ALLRED PRISON,CORRECTIONAL INSTITUTIONS,922140,2101 FM 369 N,IOWA PARK,TX,WICHITA,76367,(940) 855-7477,http://www.tdcj.state.tx.us/unit_directory/index.html,577.38,950.97,CF4687,33.97827345,-98.6032542
ALPENA COUNTY JAIL / SHERIFF,CORRECTIONAL INSTITUTIONS,922140,320 JOHNSON STREET,ALPENA,MI,ALPENA,49707,(989) 354-9830,https://www.alpenasheriff.com/inmate-information/,10.70,17.63,CF1323,45.079452,-83.45079
ALPHA HOUSE PRE-RELEASE CENTER,CORRECTIONAL INSTITUTIONS,922140,3109 1ST AVENUE NORTH,BILLINGS,MT,YELLOWSTONE,59101,(406) 259-9695,https://altinc.net/alpha-house/,,,CF4787,45.780192,-108.5100795
ALTERNATIVE & SPECIAL DETENTION CENTER(ASD),CORRECTIONAL INSTITUTIONS,922140,8101 STATE RD,PHILADELPHIA,PA,PHILADELPHIA,19136,(215) 685-8309,http://www.phila.gov/PRISONS/Pages/default.aspx,133.41,219.73,CF3778,40.03322489,-75.01810527
ALTON CITY JAIL,CORRECTIONAL INSTITUTIONS,922140,1700 EAST BROADWAY STREET,ALTON,IL,MADISON,62002,(618) 463-3512,,8.22,13.54,CF1100,38.88798772,-90.15968874
ALTONA CORRECTIONAL FACILITY,CORRECTIONAL INSTITUTIONS,922140,555 DEVILS DEN RD,ALTONA,NY,CLINTON,12910,(518) 236-7841,https://doccs.ny.gov/location/altona-correctional-facility,79.42,130.82,CF3336,44.892063,-73.655928
ALVIN S GLENN DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,201 JOHN MARK DIAL DR,COLUMBIA,SC,RICHLAND,29209,(803) 576-3201,https://jail.richlandonline.com/default.aspx,,,CF4788,33.922692,-80.947899
AMADOR COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,700 COURT STREET,JACKSON,CA,AMADOR,95642,(209) 223-6522,https://www.amadorsheriff.org/corrections-div/amador-jail,11.79,19.42,CF1403,38.352042,-120.7680795
AMADOR R RODRIGUEZ BOOT CAMP / ED CTR,CORRECTIONAL INSTITUTIONS,922140,2310 W HWY 77,SAN BENITO,TX,CAMERON,78586,(956) 361-3509,http://www.co.cameron.tx.us/iJDC/index.html,6.21,10.22,CF811,26.16259774,-97.66002631
AMERST COUNTY ADULT DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,219 RIVERVIEW RD,MADISON HEIGHTS,VA,AMHERST,24572,(434) 528-3160,https://www.brrja.state.va.us/amherst-county-adult-detention-center/,58.95,97.09,CF3082,37.408527,-79.093494
AMHERST COUNTY JAIL / SHERIFF,CORRECTIONAL INSTITUTIONS,922140,115 TAYLOR ST,AMHERST,VA,AMHERST,24521,(434) 946-9381,https://www.countyofamherst.com/department/index.php?structureid=27,,,CF4789,37.585341,-79.04979
AMITE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,243 SOUTH BROAD STREET,LIBERTY,MS,AMITE,39645,(601) 657-8057,http://www.amitecounty.ms/sheriff,,,CF4790,31.15695895,-90.81121732
ANACONDA-DEER LODGE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,800 S OAK ST,ANACONDA,MT,DEER LODGE,59711,(406) 563-5241,https://www.adlc.us/169/Law-Enforcement,,,CF4791,46.122876,-112.9539915
ANAHEIM DETENTION FACILITY,CORRECTIONAL INSTITUTIONS,922140,425 S HARBOR BLVD,ANAHEIM,CA,ORANGE,92805,(714) 765-1988,https://www.anaheim.net/253/Jail,18.62,30.66,CF1869,33.830163,-117.9189
ANAMOSA STATE PENITENTIARY,CORRECTIONAL INSTITUTIONS,922140,406 N HIGH ST,ANAMOSA,IA,JONES,52205,(319) 462-3504,https://doc.iowa.gov/about-us/about-institutions,141.32,232.76,CF3830,42.11112632,-91.28934121
ANCHOR CENTER,CORRECTIONAL INSTITUTIONS,922140,3115 12TH STREET SW,CEDAR RAPIDS,IA,LINN,52404,(319) 297-3500,https://doc.iowa.gov/6th-judicial-district,4.03,6.64,CF510,41.946633,-91.685655
ANCHORAGE CORRECTIONAL COMPLEX,CORRECTIONAL INSTITUTIONS,922140,1400 EAST 4TH AVENUE,ANCHORAGE,AK,ANCHORAGE,99501,(907) 269-4100,http://www.correct.state.ak.us/institutions,133.87,220.50,CF3783,61.218612,-149.855463
ANCORA PSYCHIATRIC HOSPITAL - HOLLY HALL,CORRECTIONAL INSTITUTIONS,922140,301 SPRING GARDEN ROAD,HAMMONTON,NJ,CAMDEN,08037,(609) 561-1700,https://www.state.nj.us/corrections/pages/index.shtml,17.22,28.36,CF1807,39.683124,-74.86218
ANDERSON COUNTY DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,1009 DAVID LEE COFFEE PLACE,ANDERSON,SC,ANDERSON,29625,(864) 260-4363,https://www.andersonsheriff.org/,39.87,65.66,CF2728,34.533513,-82.6831035
ANDERSON COUNTY DETENTION FACILITY,CORRECTIONAL INSTITUTIONS,922140,308 PUBLIC SAFELY LANE,CLINTON,TN,ANDERSON,37716,(865) 457-2414,http://www.tnacso.net/index.php,87.65,144.36,CF3430,36.12194458,-84.11747327
ANDERSON COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,135 EAST 5TH AVENUE,GARNETT,KS,ANDERSON,66032,(785) 448-5678,http://andersoncountyks.org/sheriff.html,7.45,12.26,CF960,38.27995299,-95.2414557
ANDERSON COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,1200 E LACY ST,PALESTINE,TX,ANDERSON,75801,(903) 731-8209,,46.54,76.65,CF2890,31.764501,-95.618601
ANDERSON COUNTY JUVENILE DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,1120 E CRAWFORD ST,PALESTINE,TX,ANDERSON,75801,,,3.88,6.39,CF477,31.764168,-95.6196225
ANDREW COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,400 EAST MAIN STREET,SAVANNAH,MO,ANDREW,64485,(816) 324-4114,https://www.andrewcountysheriff.org/index.php,9.31,15.33,CF1178,39.94146058,-94.82026617
ANDREWS COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,201 N MAIN,ANDREWS,TX,ANDREWS,79714,(432) 523-5545,,7.76,12.78,CF1030,32.320098,-102.5476245
ANDROSCOGGIN COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,40 PLEASANT STREET,AUBURN,ME,ANDROSCOGGIN,04210,(207) 753-2500 EXT 1992,https://www.androscoggincountymaine.gov/sheriff.html,24.82,40.88,CF2221,44.098497,-70.22763
ANEXO CUSTODIA MÍNIMA PONCE,CORRECTIONAL INSTITUTIONS,922140,BO EL TUQUE SECTOR LAS CUCHARAS CARR 2,PONCE,PR,PONCE,00731,(787) 843-1120,http://ac.gobierno.pr/correccion/localizaciones/,29.78,49.06,CF2381,18.0387793,-66.6091935
ANEXO GUAYAMA (296),CORRECTIONAL INSTITUTIONS,922140,CARR. 3 KM 142.6,GUAYAMA,PR,GUAYAMA,00785,(787) 864-5893,http://ac.gobierno.pr/correccion/localizaciones/,45.92,75.63,CF2872,17.95794088,-66.15122054
ANEXO SEGURIDAD MÁXIMA BAYAMÓN (292),CORRECTIONAL INSTITUTIONS,922140,CARR 5 AVE. CENTRAL JUANITA FINAL,BAYAMÓN,PR,BAYAMON,00960,(787) 488-9800,http://ac.gobierno.pr/correccion/localizaciones/,45.30,74.61,CF2857,18.41321375,-66.1354549
ANGELINA COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,2311 E LUFKIN AVE,LUFKIN,TX,ANGELINA,75902,(936) 634-2724,https://www.angelinacounty.net/jail/,43.28,71.28,CF2808,31.33642254,-94.69491214
ANGELINA COUNTY JUVENILE DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,705 ELLEN TROUT,LUFKIN,TX,ANGELINA,75904,(936) 634-8365,,1.71,2.81,CF133,31.37252322,-94.71878549
ANN KLEIN FORENSIC CENTER,CORRECTIONAL INSTITUTIONS,922140,STUYVESANT AVENUE,WEST TRENTON,NJ,MERCER,08628,(609) 633-0900,https://www.state.nj.us/corrections/pages/index.shtml,31.03,51.10,CF2430,40.23972011,-74.78948596
ANNA M KROSS CENTER,CORRECTIONAL INSTITUTIONS,922140,18-18 HAZEN ST,EAST ELMHURST,NY,BRONX,11370,(718) 546-1500,https://www1.nyc.gov/site/doc/about/facilities.page,372.30,613.20,CF4592,40.78922147,-73.88458603
ANNEX SABANA HOYOS (384),CORRECTIONAL INSTITUTIONS,922140,BO MANANTIALES SECTOR JOBALES CARR. 628 KM 3.9,ARECIBO,PR,ARECIBO,00612,(787) 333-2270,http://ac.gobierno.pr/correccion/localizaciones/,59.57,98.11,CF3090,18.37248368,-66.62462368
ANOKA COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,325 JACKSON STREET,ANOKA,MN,ANOKA,55303,(763) 324-5100,https://www.anokacounty.us/443/Jail-Warrants,36.92,60.81,CF2623,45.19872931,-93.38580994
ANOKA COUNTY NON-SECURE PROGRAM,CORRECTIONAL INSTITUTIONS,922140,7555 4TH AVENUE,LINO LAKES,MN,ANOKA,55014,(763) 324-4970,http://www.anokacounty.us/1243/Juvenile-Services,3.88,6.39,CF478,45.180864,-93.1236345
ANOKA COUNTY SECURE PROGRAM,CORRECTIONAL INSTITUTIONS,922140,7545 4TH AVENUE,LINO LAKES,MN,ANOKA,55014,(763) 324-4980,http://www.anokacounty.us/1243/Juvenile-Services,7.76,12.78,CF1031,45.18013708,-93.12257316
ANOKA COUNTY WORKHOUSE,CORRECTIONAL INSTITUTIONS,922140,3300 4TH AVENUE NORTH,ANOKA,MN,ANOKA,55303,(763) 324-4860,https://www.anokacounty.us/569/Workhouse---Work-Release,37.23,61.32,CF2627,45.20987901,-93.3852432
ANSON CI - FEMALE,CORRECTIONAL INSTITUTIONS,922140,552 PRISON CAMP RD,POLKTON,NC,ANSON,28135,(704) 695-1013,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Lanesboro-Correctional-Institution,286.98,472.68,CF4460,34.986339,-80.1818235
ANSON COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,119 N WASHINGTON ST,WADESBORO,NC,ANSON,28170,(704) 694-4188,http://www.ansonsheriff.com/Jail.aspx,9.31,15.33,CF1179,34.9663515,-80.07568168
ANTELOPE CONSERVATION CAMP #25,CORRECTIONAL INSTITUTIONS,922140,711-045 CENTER ROAD,SUSANVILLE,CA,LASSEN,96127,(530) 257-2181,http://www.cdcr.ca.gov/Conservation_Camps/,18.62,30.66,CF1870,40.39744582,-120.5105498
ANTELOPE COUNTY JAIL / SHERIFF,CORRECTIONAL INSTITUTIONS,922140,1102 L STREET,NELIGH,NE,ANTELOPE,68756,(402) 887-4148,https://antelopecounty.nebraska.gov/sheriff,4.81,7.92,CF665,42.13544593,-98.02855834
ANTHONY CORRECTIONAL CENTER,CORRECTIONAL INSTITUTIONS,922140,313 ANTHONY CENTER DRIVE,WHITE SULPHUR SPRINGS,WV,GREENBRIER,24986,(304) 536-3911,https://dcr.wv.gov/facilities/Pages/community-corrections/acc.aspx,34.13,56.21,CF2546,37.96384281,-80.1281003
ANTHONY P. TRAVISONO INTAKE SERVICE CENTER,CORRECTIONAL INSTITUTIONS,922140,18 SLATE HILL RD,CRANSTON,RI,PROVIDENCE,02920,(401) 462-3802,http://www.doc.ri.gov/institutions/facilities/index.php,173.43,285.65,CF4024,41.749011,-71.463996
ANTRIM COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,107 GROVE STREET,BELLAIRE,MI,ANTRIM,49615,(231) 533-8627,http://www.antrimcounty.org/sheriff.asp,8.69,14.31,CF1125,44.975556,-85.2074415
ANVIL MOUNTAIN CORRECTIONAL CENTER,CORRECTIONAL INSTITUTIONS,922140,1810 CENTER CREEK RD,NOME,AK,NOME,99762,(907) 443-2241,http://www.correct.state.ak.us/institutions,19.86,32.70,CF1970,64.5238118,-165.4209695
APACHE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,370 S WASHINGTON ST,ST. JOHNS,AZ,APACHE,85936,(928) 337-7578,https://www.co.apache.az.us/let-us-help-you-find-us/sheriff-departmentcounty-jail/,,,CF4792,34.50176971,-109.3644381
"APALACHEE CORRECTIONAL INSTITUTION, EAST UNIT",CORRECTIONAL INSTITUTIONS,922140,35 APALACHEE DR,SNEADS,FL,JACKSON,32460,(850) 718-0688,http://www.dc.state.fl.us/ci/index.html,181.34,298.68,CF4085,30.666078,-84.9267585
"APALACHEE CORRECTIONAL INSTITUTION, WEST UNIT",CORRECTIONAL INSTITUTIONS,922140,52 WEST UNIT DR,SNEADS,FL,JACKSON,32460,(850) 593-9702,http://www.dc.state.fl.us/ci/index.html,127.05,209.25,CF3742,30.710745,-84.889503
APPALACHIAN DETENTION AND DIVERSION CENTER,CORRECTIONAL INSTITUTIONS,922140,924 CLIFTON FARM ROAD,HONAKER,VA,RUSSELL,24260,(276) 889-7671,https://vadoc.virginia.gov/facilities-and-offices/,16.44,27.08,CF1751,36.99756,-81.9288315
APPANOOSE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,1125 WEST VAN BUREN STREET,CENTERVILLE,IA,APPANOOSE,52544,(641) 437-7106,http://appanoosecosheriff.org/,1.86,3.07,CF152,40.73503625,-92.88438388
APPLING COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,560 BARNES STREET,BAXLEY,GA,APPLING,31513,(912) 367-8120,http://www.applingcountysheriffsoffice.com/INDEX.html,13.03,21.46,CF1491,31.78200402,-82.35651692
APPLING INTEGRATED TREATMENT FACILITY,CORRECTIONAL INSTITUTIONS,922140,252 WEST PARK DRIVE,BAXLEY,GA,APPLING,31513,(912) 367-1761,http://www.dcor.state.ga.us/facility-finder,35.99,59.28,CF2597,31.77748877,-82.35135946
APPOMATTOX COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,179 MORTON LANE,APPOMATTOX,VA,APPOMATTOX,24522,(434) 352-2666,https://www.appomattoxcountyva.gov/your-government/departments/sheriff-s-office,,,CF4793,37.355436,-78.8306355
ARAB CITY JAIL,CORRECTIONAL INSTITUTIONS,922140,740 NORTH MAIN STREET,ARAB,AL,MARSHALL,35016,(256) 586-7525,http://www.arabcity.org/index.php/services/police,3.72,6.13,CF412,34.32766081,-86.49770524
ARANSAS COUNTY DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,301 N LIVE OAK ST,ROCKPORT,TX,ARANSAS,78382,(361) 790-0168,http://www.aransascounty.org/detentioncenter/,32.89,54.17,CF2514,28.025577,-97.05258
ARAPAHOE COUNTY DETENTION FACILITY,CORRECTIONAL INSTITUTIONS,922140,7375 S POTOMAC ST,CENTENNIAL,CO,ARAPAHOE,80112,(720) 874-3500,http://www.co.arapahoe.co.us/898/Detention-Services-Bureau,217.18,357.70,CF4246,39.581604,-104.8326435
ARCADIA POLICE DEPARTMENT JAIL,CORRECTIONAL INSTITUTIONS,922140,250 W HUNTINGTON DRIVE,ARCADIA,CA,LOS ANGELES,91007,(626) 574-5151,https://www.arcadiaca.gov/protect/police_department/pay_to_stay_inmate_program.php,,,CF4794,34.136433,-118.040283
ARCADIA ROAD PRISON,CORRECTIONAL INSTITUTIONS,922140,2961 NW COUNTY RD 661,ARCADIA,FL,DESOTO,34266,(863) 452-8801,http://www.dc.state.fl.us/ci/index.html,,,CF4795,27.233748,-81.892791
ARCHER COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,100 LAW ENFORCEMENT WAY,ARCHER CITY,TX,ARCHER,76351,(940) 574-2571,,7.45,12.26,CF961,33.60307953,-98.62341783
ARENAC COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,126 GROVE STREET,STANDISH,MI,ARENAC,48658,(989) 846-3002,http://www.arenaccountygov.com/sheriff/,7.14,11.75,CF932,43.98392516,-83.95695328
ARIZONA STATE PRISON - FLORENCE WEST,CORRECTIONAL INSTITUTIONS,922140,915 EAST DIVERSION DAM ROAD,FLORENCE,AZ,PINAL,85132,(520) 868-4251,https://www.geogroup.com/Locations,116.34,191.63,CF3666,33.037056,-111.3764445
ARKANSAS COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,1000 RICEBELT AVENUE,DEWITT,AR,ARKANSAS,72042,(870) 946-1421,,21.10,34.75,CF2037,34.27130681,-91.34856594
ARKANSAS JUVENILE ASSESSMENT / TREATMENT CENTER,CORRECTIONAL INSTITUTIONS,922140,1501 WOODY DRIVE,BRYANT,AR,SALINE,72022,(501) 682-9800,https://humanservices.arkansas.gov/provider_directory/details/arkansas-juvenile-assessment-and-treatment-center,15.51,25.55,CF1674,34.638597,-92.495403
ARKANSAS STATE HOSPITAL,CORRECTIONAL INSTITUTIONS,922140,305 SOUTH PALM STREET,LITTLE ROCK,AR,PULASKI,72205,(501) 686-9000,http://humanservices.arkansas.gov/dbhs/pages/arstatehospital.aspx,35.06,57.74,CF2579,34.749873,-92.324529
ARKANSAS VALLEY CORRECTIONAL FACILITY,CORRECTIONAL INSTITUTIONS,922140,12750 HIGHWAY 96 AT LANE 13,ORDWAY,CO,CROWLEY,81034,(719) 267-3520,https://www.colorado.gov/pacific/cdoc/address-and-phone-number-information,163.81,269.81,CF3967,38.19898633,-103.8325442
ARLINGTON CITY JAIL,CORRECTIONAL INSTITUTIONS,922140,620 W DIVISION ST,ARLINGTON,TX,TARRANT,76011,(817) 459-5648,https://www.arlingtontx.gov/city_hall/departments/police/crime/jail_arrests_offenders,,,CF4796,32.73876,-97.1148555
ARLINGTON COUNTY DETENTION FACILITY,CORRECTIONAL INSTITUTIONS,922140,1435 N COURTHOUSE RD,ARLINGTON,VA,ARLINGTON,22201,(703) 228-7028,https://sheriff.arlingtonva.us/detention-facility/,111.53,183.70,CF3635,38.890359,-77.0832945
ARMSTRONG COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,110 W 1ST ST,CLAUDE,TX,ARMSTRONG,79019,(806) 226-3151,,1.24,2.04,CF2214,35.11053,-101.360052
ARMSTRONG COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,171 STALEY'S COURT RD,KITTANNING,PA,ARMSTRONG,16201,(724) 545-9222,https://co.armstrong.pa.us/index.php/departments-m/jail-m,24.51,40.37,CF60,40.81857069,-79.48033666
AROOSTOOK COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,15 BROADWAY,HOULTON,ME,AROOSTOOK,04730,(207) 532-7317,https://aroostook.me.us/corrections-division.html,11.17,18.40,CF1357,46.124604,-67.838301
ARRENDALE STATE PRISON,CORRECTIONAL INSTITUTIONS,922140,2023 GAINESVILLE HWY,ALTO,GA,HABERSHAM,30510,(706) 776-4700,http://www.dcor.state.ga.us/facility-finder,228.96,377.12,CF4287,34.450029,-83.594079
ARROWHEAD CORRECTIONAL CENTER,CORRECTIONAL INSTITUTIONS,922140,E. US HIGHWAY 50 AND EVANS BLVD,CANON CITY,CO,FREMONT,81212,(719) 269-5601,https://www.colorado.gov/pacific/cdoc/address-and-phone-number-information,80.67,132.86,CF3361,38.447946,-105.1558515
ARROWHEAD JUVENILE CENTER,CORRECTIONAL INSTITUTIONS,922140,1918 ARLINGTON AVENUE N,DULUTH,MN,ST. LOUIS,55811,(218) 625-6700,http://www.arrowheadregionalcorrections.org/,7.45,12.26,CF962,46.816497,-92.129778
ASCENSION PARISH JAIL,CORRECTIONAL INSTITUTIONS,922140,2384 LEMANVILLE CUTOFF RD,DONALDSONVILLE,LA,ASCENSION,70346,(225) 473-8674,https://www.ascensionsheriff.com/our-locations,88.73,146.15,CF3440,30.097395,-90.9377415
ASHE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,140 GOVERNMENT CIRCLE,JEFFERSON,NC,ASHE,28640,(336) 846-5611,http://ashecountysheriff.com/,25.60,42.16,CF2257,36.41891533,-81.45912019
ASHLAND COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,1205 E MAIN ST,ASHLAND,OH,ASHLAND,44805,(419) 281-9009,https://www.ashlandcountysheriff.org/corrections,19.70,32.45,CF1963,40.863087,-82.2925305
ASHLAND COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,220 6TH ST E,ASHLAND,WI,ASHLAND,54806,(715) 682-7050,https://co.ashland.wi.us/index.asp?SEC=25E6FDC0-C228-4620-A4CE-68D368359F12&Type=B_BASIC,,,CF4797,46.588788,-90.877869
ASHLEY COUNTY DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,842 ASHLEY 12 WEST,HAMBURG,AR,ASHLEY,71646,(870) 853-9822,http://www.ashleycountysheriff.com/acso_004.htm,,,CF4798,33.229053,-91.8132615
ASHTABULA COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,25 W JEFFERSON ST,JEFFERSON,OH,ASHTABULA,44047,(440) 576-3524,http://www.ashtabulacounty.us/732/County-Jail,23.58,38.84,CF2178,41.738634,-80.7707385
ASHTABULA COUNTY YOUTH DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,3816 DONAHOE DR,ASHTABULA,OH,ASHTABULA,44004,(440) 994-6000,http://courts.co.ashtabula.oh.us/juvenile_court.htm,1.86,3.07,CF153,41.878539,-80.744193
ASOTIN COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,838 5TH ST,CLARKSTON,WA,ASOTIN,99403,(509) 758-1668,"http://www.waspc.org/crime-statistics-reports, http://www.co.asotin.wa.us/sheriff/",9.00,14.82,CF1161,46.41378242,-117.0443642
ASPC-DOUGLAS,CORRECTIONAL INSTITUTIONS,922140,6911 N BDI BLVD,DOUGLAS,AZ,COCHISE,85607,(520) 364-7521,https://corrections.az.gov/prisons,371.99,612.69,CF4591,31.4548863,-109.5956112
ASPC-EYMAN,CORRECTIONAL INSTITUTIONS,922140,4374 E BUTTE AVE,FLORENCE,AZ,PINAL,85132,(520) 868-0201,https://corrections.az.gov/prisons,853.65,1406.02,CF4709,33.032565,-111.3373395
ASPC-FLORENCE,CORRECTIONAL INSTITUTIONS,922140,1305 E. BUTTE AVE,FLORENCE,AZ,PINAL,85132,(520) 868-4011,https://corrections.az.gov/prisons,594.90,979.84,CF4692,33.03118517,-111.372091
ASPC-FLORENCE GLOBE UNIT,CORRECTIONAL INSTITUTIONS,922140,1000 FAIRGROUNDS RD,GLOBE,AZ,GILA,85501,(928) 425-8141,https://corrections.az.gov/prisons,38.78,63.88,CF2679,33.417171,-110.710971
ASPC-KINGMAN,CORRECTIONAL INSTITUTIONS,922140,4626 WEST ENGLISH DRIVE,GOLDEN VALLEY,AZ,MOHAVE,86414,(928) 565-2460,https://www.geogroup.com/Locations,527.43,868.70,CF4679,35.028963,-114.179679
ASPC-LEWIS,CORRECTIONAL INSTITUTIONS,922140,26700 S HWY 85,BUCKEYE,AZ,MARICOPA,85326,(623) 386-6160,https://corrections.az.gov/prisons,926.41,1525.85,CF4710,33.201207,-112.6529235
ASPC-PERRYVILLE,CORRECTIONAL INSTITUTIONS,922140,2105 N CITRUS RD,GOODYEAR,AZ,MARICOPA,85395,(623) 853-0304,https://corrections.az.gov/prisons,659.28,1085.88,CF4703,33.46827032,-112.4441022
ASPC-PHOENIX,CORRECTIONAL INSTITUTIONS,922140,2500 E VAN BUREN ST,PHOENIX,AZ,MARICOPA,85008,(602) 685-3100,https://corrections.az.gov/prisons,111.69,183.96,CF3637,33.45141218,-112.0268008
ASPC-PHOENIX WEST,CORRECTIONAL INSTITUTIONS,922140,3402 W COCOPAH ST,PHOENIX,AZ,MARICOPA,85009,(602) 352-0350,https://www.geogroup.com/Locations,77.56,127.75,CF3308,33.432723,-112.1325705
ASPC-SAFFORD,CORRECTIONAL INSTITUTIONS,922140,896 S COOK RD,SAFFORD,AZ,GRAHAM,85546,(928) 428-4698,https://corrections.az.gov/prisons,159.00,261.89,CF3938,32.83093514,-109.5624784
ASPC-SAFFORD FT. GRANT UNIT,CORRECTIONAL INSTITUTIONS,922140,15500 S FORT GRANT RD,SAFFORD,AZ,GRAHAM,85643,(928) 828-3393,https://corrections.az.gov/prisons,91.21,150.23,CF3459,32.62195363,-109.9428037
ASPC-TUCSON,CORRECTIONAL INSTITUTIONS,922140,10000 S WILMOT RD,TUCSON,AZ,PIMA,85734,(520) 574-0024,https://corrections.az.gov/prisons,790.83,1302.54,CF4708,32.065092,-110.868678
ASPC-WINSLOW,CORRECTIONAL INSTITUTIONS,922140,2100 S HWY 87,WINSLOW,AZ,NAVAJO,86047,(928) 289-9551,https://corrections.az.gov/prisons,200.42,330.11,CF4178,34.985204,-110.7145113
ASPC-WINSLOW APACHE UNIT,CORRECTIONAL INSTITUTIONS,922140,38322 US HWY 180,ST. JOHNS,AZ,APACHE,85936,(928) 337-4845,https://corrections.az.gov/prisons,51.81,85.34,CF2995,34.36780896,-109.392072
ASPC-YUMA,CORRECTIONAL INSTITUTIONS,922140,7125 E CESAR CHAVEZ BLVD,SAN LUIS,AZ,YUMA,85349,(928) 627-8871,https://corrections.az.gov/prisons,739.95,1218.74,CF4707,32.48954105,-114.7790565
ASSOCIATED CHARITIES,CORRECTIONAL INSTITUTIONS,922140,240 CLEVELAND AVE,ASHLAND,OH,ASHLAND,44805,,,,,CF4799,40.868973,-82.3119255
ASSUMPTION PARISH DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,233 HWY 1008,NAPOLEONVILLE,LA,ASSUMPTION,70390,(985) 369-7283,https://www.assumptionsheriff.com/,16.75,27.59,CF1766,29.935908,-91.033542
ASTOR HOME FOR CHILDREN,CORRECTIONAL INSTITUTIONS,922140,39 LENT STREET,POUGHKEEPSIE,NY,DUTCHESS,12601,,,1.24,2.04,CF61,41.704524,-73.915686
ASTOR HOME FOR CHILDREN - HANFORD STREET,CORRECTIONAL INSTITUTIONS,922140,28 HANFORD STREET,MIDDLETOWN,NY,ORANGE,10940,,,1.86,3.07,CF154,41.44635,-74.424924
ASTOR HOME FOR CHILDREN - ORCHARD STREET,CORRECTIONAL INSTITUTIONS,922140,7 ORCHARD STREET,MIDDLETOWN,NY,ORANGE,10940,,,1.55,2.56,CF102,41.446116,-74.4175845
