Name,Address,City,County,State,Zip Code,Food Waste Accepted?,Feedstock,Source,Phone,Facility's Website,Unique Identifier,Latitude,Longitude
Kennebunkport WWTP,,KENNEBUNKPORT,York County,ME,04046,,biosolids/septage,https://www.maine.gov/dep/ftp/reports/sludge-compost.pdf,,,CMP20221522,43.3630089,-70.4702473
"Irene, City of",,IRENE,Yankton County,SD,57037,,Yard Waste,https://apps.sd.gov/NR60SolidWaste/main.html#,(605) 263-3476,,CMP20223244,43.08303,-97.318155
Linn County,,MOUND CITY,Linn County,KS,66056,,"Yard Waste, Source-Separated (General)",KDHE,,,CMP20221426,38.14262,-94.80991
"Naturally New Mexico Foods, Inc.",,El Rito,Rio Arriba County,NM,87530,,,https://www.env.nm.gov/solid-waste/wp-content/uploads/sites/24/2018/04/SWB_Compost-facilities-open-Oct-28-2019.pdf,505-469-1350,,CMP20222356,36.31977,-106.158265
Little River Turf Farm,,LISBON FALLS,Androscoggin County,ME,04252,,biosolids/septage,https://www.maine.gov/dep/ftp/reports/sludge-compost.pdf,,,CMP20221526,44.00115,-70.0591
Pat Jackson Inc,,AUGUSTA,Kennebec County,ME,04332,,biosolids/septage,https://www.maine.gov/dep/ftp/reports/sludge-compost.pdf,,,CMP20221518,44.311075,-69.782635
Mitchell County,,BELOIT,Mitchell County,KS,67420,,Yard Waste,KDHE,,,CMP20221430,39.46213,-98.10968
Randolph Farms Inc Composting ,,Modoc,Randolph County,IN,47358,,Yard waste,https://www.in.gov/idem/waste/files/permits_issued_reg_facilities_composting.pdf,,,CMP20221146,40.0481,-85.128015
"Salem, City of",,Salem,McCook County,SD,57058,,Yard Waste,https://apps.sd.gov/NR60SolidWaste/main.html#,(605) 425-2301,,CMP20223243,43.725365,-97.38659
Ponderosa Dairy,,AMARGOSA VALLEY,Nye County,NV,89020,,"manures, sawdust bedding, wood shavings, hay",https://ndep.nv.gov/land/waste/solid-waste/facilities,(775) 372-1300,,CMP20222245,36.517445,-116.426005
Soil Preparation Inc,,PLYMOUTH,Penobscot County,ME,04969,,,https://www.maine.gov/dep/ftp/reports/sludge-compost.pdf,,,CMP20221528,44.7685771,-69.2123589
"Tyndall, City",,TYNDALL,Bon Homme County,SD,57066,,Yard Waste,https://apps.sd.gov/NR60SolidWaste/main.html#,(605) 589-3481,,CMP20223245,42.99174,-97.86545
Town Of Thomaston,,THOMASTON,Knox County,ME,04861,,yard waste,https://www.maine.gov/dep/ftp/reports/leaf-and-yard-compost.pdf,,,CMP20221575,44.078439,-69.1785872
Wendover Compost Facility,,WEST WENDOVER,Elko County,NV,89883,,"MSW, biosolids",https://ndep.nv.gov/land/waste/solid-waste/facilities,,https://www.westwendovercity.com/government/city-departments/public-works-utilities/city-owned-operated-utilities,CMP20222246,40.7355996,-114.0760403
Town Of Oakland,,OAKLAND,Kennebec County,ME,04963,,yard waste,https://www.maine.gov/dep/ftp/reports/leaf-and-yard-compost.pdf,,,CMP20221564,44.547785,-69.71384
White Buffalo Forest,,GOULDSBORO,Hancock County,ME,04607,,,https://www.maine.gov/dep/ftp/reports/fish-and-food-compost.pdf,,,CMP20221503,44.433225,-68.110735
Back Moon Farm,,Volant,Lawrence County,PA,16156,Yes,"Food waste, manure, soiled paper, yard waste",https://www.dep.pa.gov/Business/Land/Waste/Recycling/Composting/Pages/default.aspx,,,CMP20223080,41.1128459,-80.2536625
"Alpha Acre Farms, LLC",,Fostoria,Lapeer County,MI,48435,,,https://www.michigan.gov/egle/-/media/Project/Websites/egle/Documents/Programs/MMD/Compost/Registered-Sites.pdf?rev=8dcb1bab0bd74b1c88e655e6b625272a&hash=A751BA25BB64AB6FDA39C53593CDA795,,,CMP20221948,43.2149963,-83.3154369
WOODLAND LAWN,,LENEXA,Johnson County,KS,66215,,Yard Waste,KDHE,,,CMP20221435,38.977565,-94.7299875
Berlin PBR Inert Waste Landfill,,Berlin,LaMoure County,ND,58415,,"grass, leaves",https://deq.nd.gov/Publications/WM/CompostingFacilities.pdf,,https://deq.nd.gov/foia/SolidWaste/ActiveSWLandfills.aspx,CMP20222687,46.3797626,-98.4897334
Bub's Inc.,,Tontitown,Washington County,AR,72770,Yes,"fats, oils, and grease, food processing waste, septage",https://www.adeq.state.ar.us/sw/permits/facility_data.aspx#Display,,http://www.bubsinc.com/index.html,CMP202288,36.179115,-94.23477
Bottineau,,BOTTINEAU,Bottineau County,ND,58318,,,https://deq.nd.gov/Publications/WM/CompostingFacilities.pdf,,https://deq.nd.gov/foia/SolidWaste/ActiveSWLandfills.aspx,CMP20222644,48.82547,-100.44594
BYU-Compost,,Provo,Utah County,UT,84602,Yes,"green waste, food waste (no meat, no dairy), clean wood",https://documents.deq.utah.gov/waste-management-and-radiation-control/solid-waste/DSHW-2019-015532.pdf,,,CMP20223454,40.2524152,-111.6522332
Cal-Maine Foods Inc,,Millard,Millard County,UT,84624,,"egg & chicken waste, manure",https://documents.deq.utah.gov/waste-management-and-radiation-control/solid-waste/DSHW-2019-015532.pdf,,,CMP20223455,39.3519953,-112.5770051
Booneslick Heritage Farm,,Columbia,Boone County,MO,65201,Yes,food waste,https://blhfarm.com/our-farm,314-347-7568,,CMP20222180,38.9548637,-92.3245511
Carrington,,CARRINGTON,Foster County,ND,58421,,,https://deq.nd.gov/Publications/WM/CompostingFacilities.pdf,,https://deq.nd.gov/foia/SolidWaste/ActiveSWLandfills.aspx,CMP20222645,47.45053,-99.12259
Casper Biosolids Composting and Storage Facility,,Casper,Natrona County,WY,82609,,"biosolids, yard waste",,,https://www.biosolidsdata.org/wyoming,CMP20223887,42.84739,-106.29087
City of Algona CF,,Algona,Kossuth County,IA,50511,,,https://programs.iowadnr.gov/solidwaste/reports/DocumentDNA,,,CMP20221274,43.067875,-94.230575
Charles Moose Farm,,New Wilmington,Lawrence County,PA,16142,Yes,"Food waste, manure, soiled paper, yard waste",https://www.dep.pa.gov/Business/Land/Waste/Recycling/Composting/Pages/default.aspx,,,CMP20223086,41.12025,-80.335435
City of Boyden CF,,Boyden,Sioux County,IA,51234,,,https://programs.iowadnr.gov/solidwaste/reports/DocumentDNA,,,CMP20221280,43.1885748,-96.0029397
City of De Witt CF,,De Witt,Clinton County,IA,52742,,,https://programs.iowadnr.gov/solidwaste/reports/DocumentDNA,,,CMP20221267,41.82323,-90.541195
"Circle Compost, LLC",,Philadelphia,Philadelphia County,PA,19107,Yes,"Food waste, yard waste",https://www.dep.pa.gov/Business/Land/Waste/Recycling/Composting/Pages/default.aspx,,,CMP20223091,39.95184,-75.15907
City of Decorah CF,,Decorah,Winneshiek County,IA,52101,,,https://programs.iowadnr.gov/solidwaste/reports/DocumentDNA,,,CMP20221281,43.30099,-91.78713
City of Denver CF,,Denver,Bremer County,IA,50622,,,https://programs.iowadnr.gov/solidwaste/reports/DocumentDNA,,,CMP20221265,42.67044,-92.332105
City of Dow City CF,,Dow City,Crawford County,IA,51528,,,https://programs.iowadnr.gov/solidwaste/reports/DocumentDNA,,,CMP20221268,41.92937,-95.49615
City of Eagle Grove CF,,Eagle Grove,Wright County,IA,50533,,,https://programs.iowadnr.gov/solidwaste/reports/DocumentDNA,,,CMP20221284,42.66622,-93.905225
City of Hopkinton CF,,Hopkinton,Delaware County,IA,52237,,,https://programs.iowadnr.gov/solidwaste/reports/DocumentDNA,,,CMP20221269,42.344845,-91.245495
City of Keota CF,,Keota,Keokuk County,IA,52248,,,https://programs.iowadnr.gov/solidwaste/reports/DocumentDNA,,,CMP20221273,41.36476,-91.952205
City of Huntington,,Huntington,Cabell County,WV,25701,,yard waste,https://www.state.wv.us/swmb/State%20Plans/2021%20Complete%20State%20Plan.pdf,304-696-5540,,CMP20223582,38.410465,-82.428505
City of Kanawha CF,,Kanawha,Hancock County,IA,50447,,,https://programs.iowadnr.gov/solidwaste/reports/DocumentDNA,,,CMP20221271,42.937045,-93.7932088
City of Lawler CF,,Lawler,Chickasaw County,IA,52154,,,https://programs.iowadnr.gov/solidwaste/reports/DocumentDNA,,,CMP20221266,43.06821,-92.151965
CITY OF LA CROSSE,,La Crosse,Rush County,KS,67548,,Yard Waste,KDHE,,,CMP20221285,38.53219,-99.3096697
City of Martinsburg,,Martinsburg,Berkeley County,WV,25401,,yard waste,https://www.state.wv.us/swmb/State%20Plans/2021%20Complete%20State%20Plan.pdf,,,CMP20223580,39.455285,-77.969555
City of Morning Sun CF,,Morning Sun,Louisa County,IA,52640,,,https://programs.iowadnr.gov/solidwaste/reports/DocumentDNA,,,CMP20221275,41.095885,-91.252325
City of Kingsley CF,,Kingsley,Plymouth County,IA,51028,,,https://programs.iowadnr.gov/solidwaste/reports/DocumentDNA,,,CMP20221279,42.58819,-95.96655
City of New Martinsville,,New Martinsville,Wetzel County,WV,26155,,,https://www.state.wv.us/swmb/State%20Plans/2021%20Complete%20State%20Plan.pdf,,,CMP20223567,39.648945,-80.85873
City of New Albin CF,,New Albin,Allamakee County,IA,52160,,,https://programs.iowadnr.gov/solidwaste/reports/DocumentDNA,,,CMP20221264,43.4967682,-91.2903918
City of New Sharon CF,,New Sharon,Mahaska County,IA,50207,,,https://programs.iowadnr.gov/solidwaste/reports/DocumentDNA,,,CMP20221276,41.46879,-92.649705
City of Niagara Compost,,Niagara,Marinette County,WI,54151,,"YARD, BARK/BRUSH",https://dnr.wi.gov/wastemgmt/wm/wmexternal/ShellReportViewer.aspx?RID=93&inst=23,7152511326,,CMP20223633,45.781175,-88.00951
City of North Liberty CF,,North Liberty,Johnson County,IA,52317,,,https://programs.iowadnr.gov/solidwaste/reports/DocumentDNA,,,CMP20221272,41.7441082,-91.6111289
City of Ossian CF,,Ossian,Winneshiek County,IA,52161,,,https://programs.iowadnr.gov/solidwaste/reports/DocumentDNA,,,CMP20221282,43.1475951,-91.7652097
City of Philippi,,Philippi,Barbour County,WV,26416,,,https://www.state.wv.us/swmb/State%20Plans/2021%20Complete%20State%20Plan.pdf,,,CMP20223570,39.15221,-80.039545
City of Red Oak CF,,Red Oak,Montgomery County,IA,51566,,,https://programs.iowadnr.gov/solidwaste/reports/DocumentDNA,,,CMP20221277,41.01176,-95.22794
City of Portage Compost Site,,Portage,Columbia County,WI,53901,,"YARD, BARK/BRUSH",https://dnr.wi.gov/wastemgmt/wm/wmexternal/ShellReportViewer.aspx?RID=93&inst=155,6087422176,,CMP20223635,43.543015,-89.46222
City of South Charleston,,South Charleston,Kanawha County,WV,25303,,yard waste,https://www.state.wv.us/swmb/State%20Plans/2021%20Complete%20State%20Plan.pdf,,,CMP20223584,38.364915,-81.69379
City of Stanton CF,,Stanton,Montgomery County,IA,51573,,,https://programs.iowadnr.gov/solidwaste/reports/DocumentDNA,,,CMP20221278,40.984155,-95.102025
City of Webster City CF,,Webster City,Hamilton County,IA,50595,,,https://programs.iowadnr.gov/solidwaste/reports/DocumentDNA,,,CMP20221270,42.46545,-93.81821
City of Westover,,Westover,Monongalia County,WV,26501,,,https://www.state.wv.us/swmb/State%20Plans/2021%20Complete%20State%20Plan.pdf,,,CMP20223571,39.6217146,-79.9528274
City of White Hall,,White Hall,Jefferson County,AR,71602,,Yard waste,https://www.adeq.state.ar.us/sw/permits/facility_data.aspx#Display,(870) 247-2399,,CMP202293,34.24481,-92.067525
"County Of Maui, Central Maui Landfill",,PUUNENE,Maui County,HI,96784,,"Greenwaste, grease trap waste, used cooking oil, biosolids (treated sewage sludge)",https://www.mauicounty.gov/765/Landfill-Information,,,CMP2022990,20.86456935,-156.431597
Crosby Inert Waste Landfill,,CROSBY,Divide County,ND,58730,,,https://deq.nd.gov/Publications/WM/CompostingFacilities.pdf,,https://deq.nd.gov/foia/SolidWaste/ActiveSWLandfills.aspx,CMP20222646,48.910375,-103.29451
Cowgirl Compost Co,,Steamboat Springs,Routt County,CO,80487,Yes,"food waste, yard waste",,(970) 846 6130,https://cowgirlcompostco.com/,CMP2022493,40.44864,-106.805
Drayton Composting Site,,DRAYTON,Pembina County,ND,58225,,"grass, brush & tree trimmings",https://deq.nd.gov/Publications/WM/CompostingFacilities.pdf,,https://deq.nd.gov/foia/SolidWaste/ActiveSWLandfills.aspx,CMP20222651,48.56112,-97.17768
Drake Pbr Inert Waste Landfill - New Site,,DRAKE,McHenry County,ND,58736,,Yard Waste,https://deq.nd.gov/Publications/WM/CompostingFacilities.pdf,,https://deq.nd.gov/foia/SolidWaste/ActiveSWLandfills.aspx,CMP20222650,47.923235,-100.37254
East Hampton Leaf Composting,,East Hampton,Middlesex County,CT,6424,,Leaves,https://portal.ct.gov/DEEP/Waste-Management-and-Disposal/Organics-Recycling/Active-Leaf-Composting-Facilities,,,CMP2022529,41.58038,-72.502065
Dunseith Inert Waste Landfill,,DUNSEITH,Rolette County,ND,58329,,Compost pile,https://deq.nd.gov/Publications/WM/CompostingFacilities.pdf,,https://deq.nd.gov/foia/SolidWaste/ActiveSWLandfills.aspx,CMP20222652,48.81654,-100.06111
East River Livestock,,LINTON,Emmons County,ND,58552,,,https://deq.nd.gov/Publications/WM/CompostingFacilities.pdf,,https://deq.nd.gov/foia/SolidWaste/ActiveSWLandfills.aspx,CMP20222653,46.26887,-100.232155
East Hartford Leaf Composting,,East Hartford,Hartford County,CT,6118,,Leaves,https://portal.ct.gov/DEEP/Waste-Management-and-Disposal/Organics-Recycling/Active-Leaf-Composting-Facilities,,,CMP2022530,41.739425,-72.63105
Ellendale,,ELLENDALE,Dickey County,ND,58436,,,https://deq.nd.gov/Publications/WM/CompostingFacilities.pdf,,https://deq.nd.gov/foia/SolidWaste/ActiveSWLandfills.aspx,CMP20222654,46.003535,-98.522355
Eastside Compost Company,,Lansing,Ingham County,MI,48912,Yes,food scraps,,,https://eastsidecompost.com/,CMP20221947,42.73722,-84.51107
Enderlin Pbr Inert Waste Landfill,,ENDERLIN,Ransom County,ND,58027,,,https://deq.nd.gov/Publications/WM/CompostingFacilities.pdf,,https://deq.nd.gov/foia/SolidWaste/ActiveSWLandfills.aspx,CMP20222655,46.6228451,-97.5996634
Forbes Inert Waste Landfill,,FORBES,Dickey County,ND,58439,,Wood/Trees,https://deq.nd.gov/Publications/WM/CompostingFacilities.pdf,,https://deq.nd.gov/foia/SolidWaste/ActiveSWLandfills.aspx,CMP20222657,45.944605,-98.784425
Fordville PBR Inert Waste Landfill,,Fordville,Walsh County,ND,58231,,Yard Waste,https://deq.nd.gov/Publications/WM/CompostingFacilities.pdf,,https://deq.nd.gov/foia/SolidWaste/ActiveSWLandfills.aspx,CMP20222690,48.21742,-97.79311
Full Circle Compost,,Minden,Douglas County,NV,89423,Yes,"green waste, food waste, manure",https://ndep.nv.gov/nevada-recycles/recycle/compost,775-267-5305,https://fullcirclecompost.com/clean-your-green/,CMP20222248,39.03496,-119.7425
Garrison Inert Waste Landfill,,GARRISON,McLean County,ND,58540,,,https://deq.nd.gov/Publications/WM/CompostingFacilities.pdf,,https://deq.nd.gov/foia/SolidWaste/ActiveSWLandfills.aspx,CMP20222658,47.653435,-101.413985
Grand County - Special Service District Compost Project,,Moab,Grand County,UT,84532,,yard waste,https://documents.deq.utah.gov/waste-management-and-radiation-control/solid-waste/DSHW-2019-015532.pdf,435-259-3867,https://swssd1.org/special-wastes/,CMP20223453,38.5702,-109.55
Green to Gold Recycling Vermicomposting,,Roland,Sequoyah County,OK,74954,,MMW,https://www.deq.ok.gov/wp-content/uploads/land-division/active_waste_facilities.pdf,405-651-0950,,CMP20222993,35.40802,-94.506865
"H&K Group Inc. - Haines & Kibblehouse, Inc. - ABE Materials",,Allentown,Lehigh County,PA,18101,Yes,"Food waste, manure, yard waste, soiled paper, waxed cardboard",https://www.dep.pa.gov/Business/Land/Waste/Recycling/Composting/Pages/default.aspx,,https://www.hkgroup.com/companies/american-biosoils,CMP20223081,40.602005,-75.47157
Hanna Transfer Station,,Hanna,Carbon County,WY,82327,,yard waste,https://deq.wyoming.gov/shwd/solid-waste/recycling/,307-325-9756,,CMP20223880,41.86891,-106.563595
"H&K Group Inc. - Haines & Kibblehouse, Inc. - ABE Materials",,Easton,Northampton County,PA,18042,Yes,"Food waste, manure, yard waste, soiled paper, waxed cardboard",https://www.dep.pa.gov/Business/Land/Waste/Recycling/Composting/Pages/default.aspx,,https://www.hkgroup.com/companies/american-biosoils,CMP20223089,40.691039,-75.2239551
"Ken Clark Farms, LLC",,Enon Valley,Lawrence County,PA,16120,Yes,"Food waste, manure, yard waste",https://www.dep.pa.gov/Business/Land/Waste/Recycling/Composting/Pages/default.aspx,,,CMP20223078,40.858014,-80.4585351
Lidgerwood,,LIDGERWOOD,Richland County,ND,58053,,,https://deq.nd.gov/Publications/WM/CompostingFacilities.pdf,,https://deq.nd.gov/foia/SolidWaste/ActiveSWLandfills.aspx,CMP20222662,46.07423,-97.14978
Linton Compost Site ,,LINTON,Emmons County,ND,58552,,Yard Waste,https://deq.nd.gov/Publications/WM/CompostingFacilities.pdf,,https://deq.nd.gov/foia/SolidWaste/ActiveSWLandfills.aspx,CMP20222685,46.26887,-100.232155
Mapleton Inert Waste Landfill,,MAPLETON,Cass County,ND,58059,,"Wood/Trees, compost",https://deq.nd.gov/Publications/WM/CompostingFacilities.pdf,,https://deq.nd.gov/foia/SolidWaste/ActiveSWLandfills.aspx,CMP20222665,46.887645,-97.05041
Mercer Solid Waste Authority,,Princeton,Mercer County,WV,24740,,yard waste,https://www.state.wv.us/swmb/State%20Plans/2021%20Complete%20State%20Plan.pdf,,,CMP20223566,37.37048,-81.09485
Mcclusky Inert Waste Landfill,,MCCLUSKY,Sheridan County,ND,58463,,,https://deq.nd.gov/Publications/WM/CompostingFacilities.pdf,,https://deq.nd.gov/foia/SolidWaste/ActiveSWLandfills.aspx,CMP20222666,47.485425,-100.44118
New Salem Pbr Inert Waste Landfill,,NEW SALEM,Morton County,ND,58563,,,https://deq.nd.gov/Publications/WM/CompostingFacilities.pdf,,https://deq.nd.gov/foia/SolidWaste/ActiveSWLandfills.aspx,CMP20222670,46.84301,-101.41282
Mutnansky Farm,,North Union Twp,Fayette County,PA,15456,Yes,"Food waste, manure, soiled paper, yard waste",https://www.dep.pa.gov/Business/Land/Waste/Recycling/Composting/Pages/default.aspx,,,CMP20223072,39.9180493,-79.6710107
North Hills Nursery,,Rock Cave,Upshur County,WV,26234,,,https://www.state.wv.us/swmb/State%20Plans/2021%20Complete%20State%20Plan.pdf,,,CMP20223574,38.839836,-80.3400241
North Stonington Leaf Composting,,North Stonington,New London County,CT,6359,,Leaves,https://portal.ct.gov/DEEP/Waste-Management-and-Disposal/Organics-Recycling/Active-Leaf-Composting-Facilities,,,CMP2022559,41.4420698,-71.8928985
Old Saybrook Leaf Composting,,Old Saybrook,Middlesex County,CT,6475,,Leaves,https://portal.ct.gov/DEEP/Waste-Management-and-Disposal/Organics-Recycling/Active-Leaf-Composting-Facilities,,,CMP2022561,41.295245,-72.379555
Petersburg,,Petersburg,Nelson County,ND,58272,,Wood/Trees,https://deq.nd.gov/Publications/WM/CompostingFacilities.pdf,,https://deq.nd.gov/foia/SolidWaste/ActiveSWLandfills.aspx,CMP20222691,48.012615,-98.001225
Pleasants Solid Waste Authority,,St Marys,Pleasants County,WV,26170,,,https://www.state.wv.us/swmb/State%20Plans/2021%20Complete%20State%20Plan.pdf,,,CMP20223578,39.394065,-81.20215
Ray PBR Inert Waste Landfill,,RAY,Williams County,ND,58849,,Yard Waste,https://deq.nd.gov/Publications/WM/CompostingFacilities.pdf,,https://deq.nd.gov/foia/SolidWaste/ActiveSWLandfills.aspx,CMP20222672,48.346855,-103.167225
Red Earth Farm,,West Brunswick Twp,Schuylkill County,PA,17961,Yes,"Food waste, yard waste",https://www.dep.pa.gov/Business/Land/Waste/Recycling/Composting/Pages/default.aspx,,,CMP20223094,40.6583106,-76.0992197
RESOURCE RECYCLING FACILITY,,TEMPLE,Bell County,TX,76501,,"*source-separated meat, fish, dead animal carcasses, oils, greases, or dairy materials; w/ or w/o yard trimmings, clean wood material, vegetative material, paper, manure",https://www.tceq.texas.gov/permitting/waste_permits/msw_permits/msw-data#lists,,,CMP20223421,31.099575,-97.34011
Philadelphia Prison System,,Philadelphia,Philadelphia County,PA,19107,Yes,"Food waste, yard waste",https://www.dep.pa.gov/Business/Land/Waste/Recycling/Composting/Pages/default.aspx,,,CMP20223093,39.95184,-75.15907
Riverdale Pbr Compost Pile,,RIVERDALE,McLean County,ND,58565,,Yard Waste,https://deq.nd.gov/Publications/WM/CompostingFacilities.pdf,,https://deq.nd.gov/foia/SolidWaste/ActiveSWLandfills.aspx,CMP20222673,47.497171,-101.3724889
Scranton PBR Inert Waste Landfill,,Scranton,Bowman County,ND,58653,,Yard Waste,https://deq.nd.gov/Publications/WM/CompostingFacilities.pdf,,https://deq.nd.gov/foia/SolidWaste/ActiveSWLandfills.aspx,CMP20222688,46.1536074,-103.1443383
